0,0,0,0,0.059168371317866,0.0626157152090773
2.95826003530541e-08,3.13061799335259e-08,5.91636154002293e-05,6.26106821960391e-05,0.0591588594825927,0.0626056491830008
1.18324060188701e-07,1.25218009050053e-07,0.000118317718965185,0.000125211298366002,0.0591493476473193,0.0625955831569243
2.66214867671667e-07,2.81725421323504e-07,0.000177462310694868,0.000187801848509888,0.059139835812046,0.0625855171308477
4.73245510966679e-07,5.00818350727802e-07,0.000236597390589277,0.000250382332627697,0.0591303239767726,0.0625754511047712
7.39406478238464e-07,7.82486731236872e-07,0.000295722958648413,0.00031295275071943,0.0591208121414993,0.0625653850786947
1.06468825765175e-06,1.12672049682464e-06,0.000354839014872276,0.000375513102785086,0.0591113003062259,0.0625553190526181
1.44908133737126e-06,1.53350958146502e-06,0.000413945559260865,0.000438063388824666,0.0591017884709526,0.0625452530265416
1.89257620556172e-06,2.00284391913194e-06,0.000473042591814181,0.00050060360883817,0.0590922766356792,0.0625351870004651
2.39516335038786e-06,2.53471344379933e-06,0.000532130112532223,0.000563133762825596,0.0590827648004059,0.0625251209743885
2.95683326001441e-06,3.12910808944111e-06,0.000591208121414993,0.000625653850786947,0.0590732529651325,0.062515054948312
3.57757642260609e-06,3.7860177900312e-06,0.000650276618462488,0.00068816387272222,0.0590637411298592,0.0625049889222355
4.25738332632763e-06,4.50543247954353e-06,0.000709335603674711,0.000750663828631418,0.0590542292945858,0.0624949228961589
4.99624445934375e-06,5.28734209195201e-06,0.00076838507705166,0.000813153718514538,0.0590447174593125,0.0624848568700824
5.79415030981919e-06,6.13173656123058e-06,0.000827425038593336,0.000875633542371582,0.0590352056240391,0.0624747908440059
6.65109136591867e-06,7.03860582135315e-06,0.000886455488299738,0.00093810330020255,0.0590256937887658,0.0624647248179293
7.56705811580691e-06,8.00793980629365e-06,0.000945476426170867,0.00100056299200744,0.0590161819534924,0.0624546587918528
8.54204104764864e-06,9.03972845002601e-06,0.00100448785220672,0.00106301261778626,0.0590066701182191,0.0624445927657763
9.5760306496086e-06,1.01339616865241e-05,0.00106348976640731,0.00112545217753899,0.0589971582829457,0.0624345267396997
1.06690174098515e-05,1.1290629449762e-05,0.00112248216877261,0.00118788167126565,0.0589876464476724,0.0624244607136232
1.18209918165421e-05,1.25097216737134e-05,0.00118146505930265,0.00125030109896624,0.058978134612399,0.0624143946875467
1.3031944357845e-05,1.37912282923524e-05,0.00124043843799741,0.00131271046064075,0.0589686227771257,0.0624043286614701
